# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.638413576585535658e-01 5.286938289857584516e-01 6.626239656991975702e-01 8.034602858873292064e-01
2.000000000000000000e+00 1.320039593546669776e+00 7.740784637314436223e-01 1.295143946013880498e+00 2.012404601720326980e+00
3.000000000000000000e+00 1.621848509954150197e+00 8.396027000969829013e-01 1.569100951239132069e+00 2.752168273584540525e+00
4.000000000000000000e+00 1.792095330569776879e+00 8.958067377312644020e-01 1.766693473807214643e+00 3.234704193234251068e+00
5.000000000000000000e+00 1.968242299941421081e+00 9.711212763168552975e-01 1.950650320566563067e+00 3.674140177873427948e+00
6.000000000000000000e+00 2.112425547422760008e+00 1.020131316370287866e+00 2.104618879425824485e+00 4.050389477134323180e+00
7.000000000000000000e+00 2.212224619038229978e+00 1.037705009086795194e+00 2.196039990369043515e+00 4.335648774547921747e+00
8.000000000000000000e+00 2.307048201114112018e+00 1.059175093726985928e+00 2.261418332310100254e+00 4.583471959357164671e+00
9.000000000000000000e+00 2.387723779336210050e+00 1.089113822785544805e+00 2.330776551865339830e+00 4.807272866800057720e+00
1.000000000000000000e+01 2.439467723070150917e+00 1.094679189528018570e+00 2.373574783328588289e+00 5.000314902207664502e+00
1.100000000000000000e+01 2.494924855033887834e+00 1.120832821309400984e+00 2.455236081247190505e+00 5.197454391379559446e+00
1.200000000000000000e+01 2.558818376717059362e+00 1.158772810951910204e+00 2.542454362026620007e+00 5.404407809782037830e+00
1.300000000000000000e+01 2.611438256473022967e+00 1.176710388197169666e+00 2.603471503576484380e+00 5.574878505517099292e+00
1.400000000000000000e+01 2.645128843259325180e+00 1.183285757703316232e+00 2.625674081548540428e+00 5.703096935468189521e+00
1.500000000000000000e+01 2.686943048576307724e+00 1.190720669284459188e+00 2.655344722151808057e+00 5.831780244374977329e+00
1.600000000000000000e+01 2.742903824222179932e+00 1.210890318425200674e+00 2.706825614729704732e+00 5.973607277305934105e+00
1.700000000000000000e+01 2.781629468486395584e+00 1.229058588161849430e+00 2.755668815407199101e+00 6.114848510156993378e+00
1.800000000000000000e+01 2.819981737609374317e+00 1.241168092586403038e+00 2.785871251011045935e+00 6.247739147835973839e+00
1.900000000000000000e+01 2.835305971036466310e+00 1.244524469403627043e+00 2.812200437592612179e+00 6.350277733153641968e+00
2.000000000000000000e+01 2.871527092153383975e+00 1.255325763987583443e+00 2.849510231608409327e+00 6.474380676950954872e+00
2.100000000000000000e+01 2.916611866732034652e+00 1.271284768465072545e+00 2.891804673547783811e+00 6.604873637309417234e+00
2.200000000000000000e+01 2.940368879807326863e+00 1.284978819098067770e+00 2.929449587847310799e+00 6.718132252188246056e+00
2.300000000000000000e+01 2.951569997107362564e+00 1.298429762734061965e+00 2.961098958950335813e+00 6.809100171487292741e+00
2.400000000000000000e+01 2.961759092158511741e+00 1.301328803355248365e+00 2.983476736117381733e+00 6.896218297545041231e+00
2.500000000000000000e+01 2.997678521667553664e+00 1.314149009912928490e+00 3.009279028007806556e+00 7.000149836629711686e+00
2.600000000000000000e+01 3.034296249892693087e+00 1.329071355973978408e+00 3.050734418288461924e+00 7.116392787937826370e+00
2.700000000000000000e+01 3.053805122540495631e+00 1.327820788261594220e+00 3.060945355698944770e+00 7.190745428218440871e+00
2.800000000000000000e+01 3.073404848771139619e+00 1.331233439639463167e+00 3.075280889907034076e+00 7.262644188033564596e+00
2.900000000000000000e+01 3.084154829211267046e+00 1.334022100369283592e+00 3.087652469629963647e+00 7.332075804541973163e+00
3.000000000000000000e+01 3.116774427719503304e+00 1.348730587815746285e+00 3.116155547247491775e+00 7.419952819845226699e+00
3.100000000000000000e+01 3.145489527530518359e+00 1.348389943021170545e+00 3.140891199201603090e+00 7.518275693351412770e+00
3.200000000000000000e+01 3.175915541201411063e+00 1.357611176328479052e+00 3.165046377681348222e+00 7.603245314982797431e+00
3.300000000000000000e+01 3.195895540186250106e+00 1.369543212286770784e+00 3.191753103138165404e+00 7.681836094248785329e+00
3.400000000000000000e+01 3.218135732245275271e+00 1.383067339666818718e+00 3.227471074484008273e+00 7.766127079798007316e+00
3.500000000000000000e+01 3.256866189324183480e+00 1.395417134763670131e+00 3.259320305045159571e+00 7.859441084233631081e+00
3.600000000000000000e+01 3.287766096813469652e+00 1.405222690051618706e+00 3.287825735811020333e+00 7.952276575033281780e+00
3.700000000000000000e+01 3.295267892305246082e+00 1.408529407592009841e+00 3.305422028478666174e+00 8.011100744482419600e+00
3.800000000000000000e+01 3.295633510305259861e+00 1.402604925327861629e+00 3.311783357005420037e+00 8.058988872896351907e+00
3.900000000000000000e+01 3.307815395060308639e+00 1.405707747210403147e+00 3.322425716638655935e+00 8.117286681561033390e+00
4.000000000000000000e+01 3.346564243398805871e+00 1.425076984903361765e+00 3.352809303715855727e+00 8.206482355215420910e+00
4.100000000000000000e+01 3.377121091720205470e+00 1.441016316458453073e+00 3.367918002671231648e+00 8.281349944957451470e+00
4.200000000000000000e+01 3.388418042550119136e+00 1.431663195689315105e+00 3.362621360816486327e+00 8.324176064982147238e+00
4.300000000000000000e+01 3.401990579560806083e+00 1.433982142367004275e+00 3.379458473130763974e+00 8.379972110055225798e+00
4.400000000000000000e+01 3.412461178458092270e+00 1.444008067006351093e+00 3.394907866499044857e+00 8.427400370350570213e+00
4.500000000000000000e+01 3.435533149711024414e+00 1.446621935245151702e+00 3.408752474948498090e+00 8.487980354347513412e+00
4.600000000000000000e+01 3.442973083839012016e+00 1.442842841853701819e+00 3.419324635689689362e+00 8.545718767276223815e+00
4.700000000000000000e+01 3.451433900729852233e+00 1.445803693174116722e+00 3.431527968134749695e+00 8.608822526429081634e+00
4.800000000000000000e+01 3.481003100954805252e+00 1.464382237474196602e+00 3.458809451077712094e+00 8.675184936405985425e+00
4.900000000000000000e+01 3.488486313593620380e+00 1.464140430427075978e+00 3.473718650288270204e+00 8.719086591455265989e+00
5.000000000000000000e+01 3.507390358923282658e+00 1.465607577980270637e+00 3.484828524048702914e+00 8.772865836192957900e+00
5.100000000000000000e+01 3.530356484871699507e+00 1.476166062296864867e+00 3.505479920880483657e+00 8.835997934711372181e+00
5.200000000000000000e+01 3.538641249182528536e+00 1.473135031227552183e+00 3.511983598142222274e+00 8.880847184221757118e+00
5.300000000000000000e+01 3.548394640652964949e+00 1.476242272490999152e+00 3.531262455431414260e+00 8.938891488919702866e+00
5.400000000000000000e+01 3.559176633610474205e+00 1.485302266381707925e+00 3.553041837815314352e+00 8.997434095685449051e+00
5.500000000000000000e+01 3.575353252917928604e+00 1.493179588600295427e+00 3.568492665400375241e+00 9.049762171570936431e+00
5.600000000000000000e+01 3.574798803819557946e+00 1.489948265017869478e+00 3.566723674847716907e+00 9.073208681346192961e+00
5.700000000000000000e+01 3.584301526158230722e+00 1.490554607005012411e+00 3.571379702647617282e+00 9.114026897053319587e+00
5.800000000000000000e+01 3.610714932211152917e+00 1.503816713921695802e+00 3.594014544856754423e+00 9.178539276342567277e+00
5.900000000000000000e+01 3.627676688746294786e+00 1.509749626582134407e+00 3.605588094082304629e+00 9.227172186585377744e+00
6.000000000000000000e+01 3.631233723345560716e+00 1.501919432659613918e+00 3.610164293249479073e+00 9.263952710679161484e+00
6.100000000000000000e+01 3.640174719229506195e+00 1.508174913307247289e+00 3.632830537135629090e+00 9.314868104828656570e+00
6.200000000000000000e+01 3.661711636842942319e+00 1.519916417360139382e+00 3.663983329983085291e+00 9.382386287735599240e+00
6.300000000000000000e+01 3.669375694196146398e+00 1.516354223099330323e+00 3.670751682355183565e+00 9.432143033067902138e+00
6.400000000000000000e+01 3.694507147502703592e+00 1.530053827036997882e+00 3.689798735123830831e+00 9.491170282653818902e+00
6.500000000000000000e+01 3.717329780291857677e+00 1.537602038879177568e+00 3.706280135990172475e+00 9.544109182149780324e+00
6.600000000000000000e+01 3.717005024827987558e+00 1.530793273805573174e+00 3.704789620695770669e+00 9.565747014374803570e+00
6.700000000000000000e+01 3.718861732478528470e+00 1.530225269373238772e+00 3.705338197364082209e+00 9.592067867082432642e+00
6.800000000000000000e+01 3.731800171866627824e+00 1.542141874146451430e+00 3.720926117690817936e+00 9.633013993627839611e+00
