# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.640978795412648683e-01 5.303341352105720441e-01 6.643834044749170609e-01 8.038338360111133563e-01
2.000000000000000000e+00 1.297034336799353982e+00 7.729960922665827239e-01 1.316502967304374438e+00 2.017724555702573142e+00
3.000000000000000000e+00 1.603092437547138704e+00 8.477581955510773426e-01 1.637986300417242802e+00 2.825606649050970809e+00
4.000000000000000000e+00 1.833195219417390609e+00 9.132012562486204743e-01 1.843627843894777518e+00 3.378343558142163250e+00
5.000000000000000000e+00 2.027559988420264414e+00 9.934478462120711617e-01 2.034582422467603013e+00 3.833243700058687864e+00
6.000000000000000000e+00 2.166394245585442135e+00 1.042434193207467663e+00 2.189592320944002690e+00 4.213102905860511171e+00
7.000000000000000000e+00 2.248795746564470566e+00 1.057800620679682391e+00 2.295491637756903014e+00 4.507241822145966914e+00
8.000000000000000000e+00 2.322635580143607381e+00 1.089108545326543664e+00 2.380081981936147617e+00 4.747502210809911638e+00
9.000000000000000000e+00 2.382366915784779771e+00 1.110623219793212213e+00 2.456040014708591901e+00 4.949185199690702142e+00
1.000000000000000000e+01 2.402187094367486342e+00 1.105618230471472785e+00 2.478246066048060303e+00 5.082956311206312527e+00
1.100000000000000000e+01 2.457981232203324762e+00 1.129892644824320502e+00 2.529640100984877904e+00 5.251812542891594937e+00
1.200000000000000000e+01 2.533206380435042426e+00 1.161119752651931680e+00 2.602303501291039378e+00 5.447394591192706415e+00
1.300000000000000000e+01 2.587551095875604723e+00 1.173595955108458266e+00 2.662457565026020934e+00 5.626957112396496541e+00
1.400000000000000000e+01 2.626556136265413954e+00 1.187949195681332393e+00 2.706580870027715413e+00 5.774117993020091433e+00
1.500000000000000000e+01 2.685863015207067050e+00 1.210035147172447090e+00 2.754803000545852143e+00 5.919982363106053747e+00
1.600000000000000000e+01 2.741457528598225224e+00 1.223924432149789077e+00 2.800175497676672620e+00 6.065489393276052965e+00
1.700000000000000000e+01 2.790970516603321183e+00 1.240347532305733802e+00 2.835069779806725254e+00 6.186400891295965820e+00
1.800000000000000000e+01 2.804219491347279547e+00 1.232921843958938668e+00 2.845859092869281071e+00 6.275005843494842139e+00
1.900000000000000000e+01 2.843158889850559312e+00 1.256396804667308409e+00 2.893225995657024985e+00 6.388334630298846406e+00
2.000000000000000000e+01 2.868215807416049312e+00 1.274202493949939230e+00 2.944162428214556648e+00 6.500792065289020094e+00
2.100000000000000000e+01 2.854258662094026455e+00 1.265470123405877167e+00 2.966207848939050429e+00 6.570122369483588187e+00
2.200000000000000000e+01 2.868997852949642269e+00 1.273605495473327132e+00 2.989566394552699791e+00 6.654981035292246716e+00
2.300000000000000000e+01 2.906055210137102218e+00 1.291956239396551576e+00 3.033270828121922946e+00 6.768136132553951967e+00
2.400000000000000000e+01 2.933649426830946982e+00 1.302408855164367996e+00 3.070388806163135254e+00 6.868962546545716030e+00
2.500000000000000000e+01 2.957892338593399284e+00 1.309966935143691780e+00 3.100894799851520389e+00 6.962098225032044674e+00
2.600000000000000000e+01 2.978420681448264329e+00 1.314359376902912713e+00 3.115942183808467103e+00 7.039924563676436264e+00
2.700000000000000000e+01 2.996662595668662554e+00 1.316545107917987512e+00 3.116345247175945854e+00 7.092742756720455510e+00
2.800000000000000000e+01 3.016959422153547621e+00 1.327600613412280861e+00 3.126719088109935374e+00 7.154834804115051128e+00
2.900000000000000000e+01 3.030917452768767895e+00 1.332663859638743009e+00 3.155271829651371096e+00 7.228207043658377629e+00
