# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.934121473888889886e-01 6.217389551682683813e-01 7.933874197353921742e-01 9.731942380332920806e-01
2.000000000000000000e+00 2.162725050844644059e+00 1.172721328391686857e+00 2.161291643404369633e+00 3.655125869332285671e+00
3.000000000000000000e+00 3.544479534320629011e+00 1.711589158592319970e+00 3.536409260269566257e+00 7.611562247534337189e+00
4.000000000000000000e+00 4.878337650184374041e+00 2.166708831574866601e+00 4.863422347970653981e+00 1.246842332970544831e+01
5.000000000000000000e+00 6.139849028375499174e+00 2.572055559372204758e+00 6.128419397039604810e+00 1.784648181177980675e+01
6.000000000000000000e+00 7.100702516911648665e+00 2.847261782161888632e+00 7.104855062412369193e+00 2.210624186104699973e+01
7.000000000000000000e+00 7.503213219659657263e+00 2.919112520098565255e+00 7.510369248562676958e+00 2.356775559522482055e+01
8.000000000000000000e+00 7.612437249211608581e+00 2.891561752056424961e+00 7.604647115487726872e+00 2.359705806895460967e+01
9.000000000000000000e+00 7.706361590355069957e+00 2.849106061549117719e+00 7.681596383913450232e+00 2.352689063025267657e+01
1.000000000000000000e+01 7.846754476819743473e+00 2.815482256400926531e+00 7.810538071632007195e+00 2.367682169843257611e+01
1.100000000000000000e+01 7.992242874697059740e+00 2.795802727333068116e+00 7.950485093847539098e+00 2.393305539720218889e+01
1.200000000000000000e+01 8.111949001304061824e+00 2.792066054578182133e+00 8.071667084808812120e+00 2.418717001607915762e+01
1.300000000000000000e+01 8.203072020868892977e+00 2.797484849111177230e+00 8.170654676765977342e+00 2.441398376504123746e+01
1.400000000000000000e+01 8.273728158947049494e+00 2.804025094675989038e+00 8.251168002371851884e+00 2.461213049005426612e+01
1.500000000000000000e+01 8.331851132514943359e+00 2.810225003965922674e+00 8.318009160310246841e+00 2.478236901792625702e+01
1.600000000000000000e+01 8.381150448219962357e+00 2.814596804486305004e+00 8.374489058639602135e+00 2.492689952411933518e+01
1.700000000000000000e+01 8.424797744176029113e+00 2.818412828807079773e+00 8.424038196024394409e+00 2.505431663147038890e+01
1.800000000000000000e+01 8.464309421210911566e+00 2.821276848261202730e+00 8.467780373960723139e+00 2.516914017749238397e+01
1.900000000000000000e+01 8.499510842912052055e+00 2.824197144172171381e+00 8.505900365520973949e+00 2.527095713782654585e+01
2.000000000000000000e+01 8.530366973040132805e+00 2.826775138945566646e+00 8.538865830406916047e+00 2.535927059293873853e+01
2.100000000000000000e+01 8.557297492573766817e+00 2.829107013085124134e+00 8.567506991489336698e+00 2.543527862995221156e+01
2.200000000000000000e+01 8.580498486006840508e+00 2.831086822011974036e+00 8.592962115200784012e+00 2.550075830218494133e+01
2.300000000000000000e+01 8.600949663639191556e+00 2.832222758266060847e+00 8.615520626564689977e+00 2.555610736039453812e+01
2.400000000000000000e+01 8.619108255822915510e+00 2.832985709406131924e+00 8.636159234086589365e+00 2.560398168699861543e+01
2.500000000000000000e+01 8.634588187628901679e+00 2.834107175866856565e+00 8.653828333245302318e+00 2.564424773125418966e+01
2.600000000000000000e+01 8.648350951263202191e+00 2.834653867973854435e+00 8.668965633199144705e+00 2.567917642094787922e+01
2.700000000000000000e+01 8.660793273290499528e+00 2.834836636332393578e+00 8.682813420764759371e+00 2.571041201303169643e+01
2.800000000000000000e+01 8.672398019076146269e+00 2.835127118072892305e+00 8.695653382045479773e+00 2.573787443519460894e+01
2.900000000000000000e+01 8.683671173988546599e+00 2.835505343471421025e+00 8.707658411005851917e+00 2.576201363848723247e+01
3.000000000000000000e+01 8.693991220381338536e+00 2.835333525312099034e+00 8.718726271337184031e+00 2.578377304062249209e+01
3.100000000000000000e+01 8.702550064431193277e+00 2.834793987736575538e+00 8.728266820643893809e+00 2.580170691255564464e+01
3.200000000000000000e+01 8.709072380337712360e+00 2.833967219328373144e+00 8.736901107763422658e+00 2.581590280896537948e+01
3.300000000000000000e+01 8.714184482074299964e+00 2.833423929021389842e+00 8.745155012219511192e+00 2.582785861338276590e+01
3.400000000000000000e+01 8.718786498644194083e+00 2.833068861533768246e+00 8.753171875885700004e+00 2.583767318989957573e+01
3.500000000000000000e+01 8.723852005845253998e+00 2.832926295648466652e+00 8.759471910728295896e+00 2.584555598419360223e+01
3.600000000000000000e+01 8.728734138085101790e+00 2.832853540191822894e+00 8.764518093662873710e+00 2.585466476901942556e+01
3.700000000000000000e+01 8.733488679274413968e+00 2.832652433559038840e+00 8.769092084318284464e+00 2.586450913693996512e+01
3.800000000000000000e+01 8.737945904357031779e+00 2.832400909761044527e+00 8.773202379947278473e+00 2.587237860790736121e+01
3.900000000000000000e+01 8.741104140797000710e+00 2.832127575784646911e+00 8.776770559999627963e+00 2.587694908106130498e+01
4.000000000000000000e+01 8.743159959902801148e+00 2.831571339229038919e+00 8.780135904889338150e+00 2.587974136241287937e+01
4.100000000000000000e+01 8.744385392623094333e+00 2.831353407637100528e+00 8.782956070949222038e+00 2.588214445588192447e+01
4.200000000000000000e+01 8.746245449332917588e+00 2.831265962604583297e+00 8.785208074430435943e+00 2.588575303232925151e+01
4.300000000000000000e+01 8.749182689278837799e+00 2.830944018276366769e+00 8.787720548685063804e+00 2.589075121592351536e+01
4.400000000000000000e+01 8.751370603535074011e+00 2.831042272751634226e+00 8.790865797868272935e+00 2.589504254167380992e+01
4.500000000000000000e+01 8.752643948280052655e+00 2.831109850642437031e+00 8.793722746217868647e+00 2.590015932893077633e+01
4.600000000000000000e+01 8.754666100368643455e+00 2.831138956660959494e+00 8.795836204349186005e+00 2.590531840171474087e+01
4.700000000000000000e+01 8.756838200716758891e+00 2.831289105947647045e+00 8.797559801024462445e+00 2.590777124101688145e+01
4.800000000000000000e+01 8.758885824000236298e+00 2.831263603660362449e+00 8.799028848330191721e+00 2.590942439837704114e+01
4.900000000000000000e+01 8.760832778683687039e+00 2.830997732269053380e+00 8.800186115448775936e+00 2.591128598040298314e+01
5.000000000000000000e+01 8.762587861837538128e+00 2.830716148300365553e+00 8.801236998603366501e+00 2.591303840270872527e+01
5.100000000000000000e+01 8.764544307577306625e+00 2.830422650546488672e+00 8.803031140501127894e+00 2.591540273166297226e+01
5.200000000000000000e+01 8.766185527638272745e+00 2.830357630425410331e+00 8.805080156542679504e+00 2.591811539361600580e+01
5.300000000000000000e+01 8.767170544210490135e+00 2.830313176888988647e+00 8.806815087998334235e+00 2.592048963215097146e+01
5.400000000000000000e+01 8.768343940996532027e+00 2.830099013255140239e+00 8.809041929431844054e+00 2.592347131112504499e+01
5.500000000000000000e+01 8.769042182456280088e+00 2.830292941116768102e+00 8.811167346995775418e+00 2.592534112687769721e+01
5.600000000000000000e+01 8.769316040452197925e+00 2.829991050334203173e+00 8.813400127637530446e+00 2.592657198890286807e+01
5.700000000000000000e+01 8.769503999991755450e+00 2.828786954563760503e+00 8.815133359554961245e+00 2.592674399205054669e+01
5.800000000000000000e+01 8.769741176063309496e+00 2.828672574164852627e+00 8.815865580920515754e+00 2.592646656732004473e+01
5.900000000000000000e+01 8.769718873376531221e+00 2.828801324934642647e+00 8.815809088084455070e+00 2.592540312242605793e+01
6.000000000000000000e+01 8.769758538851498031e+00 2.828634083446321945e+00 8.815668894330389804e+00 2.592386872285851496e+01
6.100000000000000000e+01 8.769337833562248719e+00 2.828450407949049339e+00 8.816057328545131355e+00 2.592115786644264475e+01
6.200000000000000000e+01 8.768699858440809791e+00 2.828421364774888147e+00 8.816740216376008021e+00 2.591999569972057671e+01
6.300000000000000000e+01 8.769250603560641011e+00 2.828460211139666836e+00 8.817969988571656259e+00 2.592285762116920367e+01
6.400000000000000000e+01 8.770404193093245482e+00 2.828334751061849062e+00 8.819881640565201408e+00 2.592566220371853447e+01
6.500000000000000000e+01 8.771234591604530451e+00 2.828446408634961440e+00 8.821640194311720862e+00 2.592773565179900785e+01
6.600000000000000000e+01 8.770997005133017055e+00 2.828390059420866187e+00 8.822716243945619041e+00 2.592807664069612628e+01
6.700000000000000000e+01 8.770380226751427699e+00 2.828082636906529945e+00 8.822964440691469790e+00 2.592558676426317277e+01
6.800000000000000000e+01 8.770150482368173073e+00 2.827817640445795977e+00 8.822176964587084669e+00 2.592216838733279616e+01
6.900000000000000000e+01 8.771256251256756897e+00 2.827843938432069049e+00 8.821485452700304819e+00 2.592162059516557449e+01
7.000000000000000000e+01 8.773092022758154584e+00 2.827997954548696402e+00 8.821763599354648377e+00 2.592388172477272690e+01
7.100000000000000000e+01 8.774785487700492936e+00 2.828474087340999699e+00 8.822596049927115658e+00 2.592825216608272143e+01
7.200000000000000000e+01 8.776452445195655372e+00 2.828900624429093291e+00 8.823465168483350496e+00 2.593307445345268647e+01
7.300000000000000000e+01 8.777714687771700497e+00 2.829204697281793912e+00 8.823903631113585888e+00 2.593622653742521322e+01
7.400000000000000000e+01 8.778549014741248158e+00 2.829105591833704469e+00 8.823794501816969671e+00 2.593736630769337381e+01
7.500000000000000000e+01 8.779016985519552563e+00 2.828923739438004681e+00 8.823962755444082262e+00 2.593792885035157880e+01
7.600000000000000000e+01 8.778746090104990074e+00 2.828872284660215897e+00 8.824679899221903767e+00 2.593807091049864866e+01
7.700000000000000000e+01 8.778444750869493163e+00 2.828577859952560392e+00 8.825367847788974984e+00 2.593864742709354942e+01
7.800000000000000000e+01 8.778061461631294193e+00 2.828698222275315199e+00 8.825717432712437471e+00 2.593934567339525543e+01
7.900000000000000000e+01 8.777528918850872941e+00 2.828442873010025060e+00 8.826279483182679186e+00 2.594028677021630003e+01
8.000000000000000000e+01 8.776497328513441332e+00 2.828299268402928668e+00 8.827825111488124321e+00 2.594102250279181376e+01
8.100000000000000000e+01 8.774696948383576611e+00 2.828584867211126230e+00 8.828654759016449916e+00 2.593859911412167918e+01
8.200000000000000000e+01 8.773540981213784562e+00 2.828204624719875770e+00 8.828120245683566125e+00 2.593567570004614353e+01
8.300000000000000000e+01 8.772891406852018292e+00 2.827813642944797312e+00 8.827171696671120671e+00 2.593338726885624013e+01
8.400000000000000000e+01 8.772418196339842211e+00 2.827772688144717161e+00 8.826053012855513913e+00 2.593087466452711709e+01
