# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.054585586440532685e-01 5.600928082848918299e-01 7.055283953213088433e-01 8.572912569327499899e-01
2.000000000000000000e+00 1.526413656006718744e+00 8.841306593326804242e-01 1.539348970731597710e+00 2.426008959372473850e+00
3.000000000000000000e+00 2.025287316683419103e+00 1.035573303544866430e+00 2.060965755681956502e+00 3.739009831133556894e+00
4.000000000000000000e+00 2.386387606758328062e+00 1.124181048228767077e+00 2.411762883376909361e+00 4.720600830294139350e+00
5.000000000000000000e+00 2.678693077498238928e+00 1.220724109448275918e+00 2.702538499935317251e+00 5.510132390923413226e+00
6.000000000000000000e+00 2.901948364712112927e+00 1.291684530843161927e+00 2.941727225827119430e+00 6.159413365283091579e+00
7.000000000000000000e+00 3.064529640934398280e+00 1.337352531992797022e+00 3.121900787117103615e+00 6.682210323174287758e+00
8.000000000000000000e+00 3.175755091143980913e+00 1.368964549276603382e+00 3.253966388244375008e+00 7.100528413303348607e+00
9.000000000000000000e+00 3.281456275091903407e+00 1.403927063396403163e+00 3.369517913354059591e+00 7.471453870108116568e+00
1.000000000000000000e+01 3.380049471225905044e+00 1.434961679023115222e+00 3.474605961726345171e+00 7.810719697070940271e+00
1.100000000000000000e+01 3.455092328530363410e+00 1.452914069401236352e+00 3.552790232937629966e+00 8.110516199154760741e+00
1.200000000000000000e+01 3.548240773015054472e+00 1.481645872606845549e+00 3.633043548889824947e+00 8.411316318174124618e+00
1.300000000000000000e+01 3.642429255678565347e+00 1.508672962772244386e+00 3.719529892485794242e+00 8.701579435582837974e+00
1.400000000000000000e+01 3.711972112716093619e+00 1.532547613715000923e+00 3.802324204086314552e+00 8.960552431293487885e+00
1.500000000000000000e+01 3.767580567675821168e+00 1.546551099257112982e+00 3.862242042702387135e+00 9.187468833285121761e+00
1.600000000000000000e+01 3.827523537702676837e+00 1.573699880911809235e+00 3.921523766996653393e+00 9.393380717710192229e+00
1.700000000000000000e+01 3.874335657557650414e+00 1.584854621418700482e+00 3.965641801926773624e+00 9.578408238631270777e+00
1.800000000000000000e+01 3.923435409990426503e+00 1.598365159489496534e+00 4.009864886282088925e+00 9.760502611998571609e+00
1.900000000000000000e+01 3.983716009075337627e+00 1.618549907149479106e+00 4.067155234364290273e+00 9.951521792085502582e+00
2.000000000000000000e+01 4.040518868882639225e+00 1.635517606516783795e+00 4.127478757601930504e+00 1.014435816157185677e+01
2.100000000000000000e+01 4.089878069449238041e+00 1.652804345962215704e+00 4.184237154513122725e+00 1.032015731471019926e+01
2.200000000000000000e+01 4.119499195131029801e+00 1.659138106019098391e+00 4.226795909363207038e+00 1.047739717593138487e+01
2.300000000000000000e+01 4.161152930631371483e+00 1.674137325752409922e+00 4.275849144545491143e+00 1.064104315746689622e+01
2.400000000000000000e+01 4.221490964345436581e+00 1.695583642929794355e+00 4.324817403914657632e+00 1.081639719737096961e+01
2.500000000000000000e+01 4.273118102103972582e+00 1.713473367084274113e+00 4.374858378044130802e+00 1.098573245261063036e+01
2.600000000000000000e+01 4.327017068079338280e+00 1.728734274727324216e+00 4.427197498008450083e+00 1.114930627434114641e+01
2.700000000000000000e+01 4.374876433089929684e+00 1.741479029427299929e+00 4.473114096915354665e+00 1.130079692724937424e+01
