# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.420973312595346982e-01 5.861519892612652161e-01 7.420582417457113333e-01 9.050744119551810130e-01
2.000000000000000000e+00 1.765606777156423668e+00 9.961146463018231145e-01 1.771995116916371460e+00 2.868504669167823984e+00
3.000000000000000000e+00 2.538373614938285172e+00 1.262135505913670741e+00 2.565499366519900182e+00 4.931603150293304871e+00
4.000000000000000000e+00 3.147299367757672162e+00 1.421082784243527408e+00 3.180104567581751418e+00 6.744550137043991533e+00
5.000000000000000000e+00 3.632254144330494761e+00 1.551007595514019233e+00 3.667566119115900580e+00 8.269149352290845911e+00
6.000000000000000000e+00 4.010611817738351625e+00 1.653686060371340361e+00 4.065579736550803069e+00 9.521747198174240978e+00
7.000000000000000000e+00 4.303685295413362866e+00 1.728445591596104780e+00 4.365946386595886963e+00 1.052368615396543561e+01
8.000000000000000000e+00 4.545809471605823937e+00 1.788347403611230568e+00 4.615609395877754650e+00 1.134828481165362746e+01
9.000000000000000000e+00 4.738807865260892704e+00 1.845461943298496443e+00 4.824571433578593194e+00 1.202992414947562416e+01
1.000000000000000000e+01 4.899659482053525750e+00 1.885612681248560518e+00 4.982118077468230766e+00 1.259053228141669578e+01
1.100000000000000000e+01 5.030096969397006568e+00 1.916771320164645687e+00 5.107783758448406708e+00 1.307018508051629269e+01
1.200000000000000000e+01 5.144809266020216931e+00 1.947597343191134867e+00 5.227321319203329431e+00 1.350555426852651308e+01
1.300000000000000000e+01 5.268750441148144503e+00 1.979367897334654680e+00 5.347221248695351647e+00 1.392522376678039642e+01
1.400000000000000000e+01 5.387267500109479634e+00 2.008543353384225405e+00 5.456057880073311495e+00 1.431277546417440405e+01
1.500000000000000000e+01 5.489510406170953871e+00 2.036418473211495161e+00 5.553896961248179664e+00 1.465583745551864681e+01
1.600000000000000000e+01 5.577449179174626792e+00 2.062129927886957148e+00 5.635716016650476057e+00 1.496627709675912143e+01
1.700000000000000000e+01 5.663606688200973238e+00 2.085911516465240645e+00 5.713568964591079435e+00 1.526668891329646094e+01
1.800000000000000000e+01 5.752630350756529509e+00 2.110965328568570332e+00 5.789257572140580344e+00 1.555174261085291931e+01
1.900000000000000000e+01 5.833929077643375649e+00 2.130445386706705246e+00 5.855749573841762867e+00 1.581024443602439611e+01
2.000000000000000000e+01 5.897642883732340024e+00 2.143876347034833429e+00 5.919572997905898859e+00 1.604426198937762038e+01
