# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.698779464793099603e-01 6.045253659452084483e-01 7.695172569869290768e-01 9.425632561221615191e-01
2.000000000000000000e+00 1.986530478203429428e+00 1.090576768147909492e+00 1.981426121848919308e+00 3.300173187842912803e+00
3.000000000000000000e+00 3.086659127382474832e+00 1.506930370138821473e+00 3.080485956296550754e+00 6.329659302953186462e+00
4.000000000000000000e+00 4.043257120196463994e+00 1.805919450580770524e+00 4.045976992609513267e+00 9.521539633009359349e+00
5.000000000000000000e+00 4.891698388992104185e+00 2.042312552539288895e+00 4.889508504797693611e+00 1.262822297629840307e+01
6.000000000000000000e+00 5.624344155077260154e+00 2.236634300310798018e+00 5.603305563750466511e+00 1.542379293514123972e+01
7.000000000000000000e+00 6.200572649041514062e+00 2.371309772705138652e+00 6.163288884399370282e+00 1.760349265866145174e+01
8.000000000000000000e+00 6.629867414513467061e+00 2.461660013119644663e+00 6.575240974683591588e+00 1.916123868070664216e+01
9.000000000000000000e+00 6.943714158046735641e+00 2.522744747482430494e+00 6.879240500088923405e+00 2.026407950200277241e+01
1.000000000000000000e+01 7.175024172663420075e+00 2.566586100280593641e+00 7.111504086686618820e+00 2.106970100755662045e+01
1.100000000000000000e+01 7.354450164165361237e+00 2.598238925040883718e+00 7.302467590166489053e+00 2.169731999415042978e+01
1.200000000000000000e+01 7.504098594143147061e+00 2.622423640547191681e+00 7.466548828358029688e+00 2.222086281481851699e+01
1.300000000000000000e+01 7.635935793638170210e+00 2.647186245640133606e+00 7.605450407087666065e+00 2.267172013012237741e+01
1.400000000000000000e+01 7.751771907653756344e+00 2.671666387943517851e+00 7.720991534703872894e+00 2.306103936699110690e+01
1.500000000000000000e+01 7.853301108823529830e+00 2.692291037572415391e+00 7.816951526342095669e+00 2.339794288648770149e+01
1.600000000000000000e+01 7.941790786862253704e+00 2.708875156508150361e+00 7.899176664045667096e+00 2.369163461704882678e+01
1.700000000000000000e+01 8.020684056837138698e+00 2.722353875152337732e+00 7.975161344667258234e+00 2.395297555152324165e+01
1.800000000000000000e+01 8.095688842941266117e+00 2.736714398727547515e+00 8.047790824910441287e+00 2.419521777741528368e+01
1.900000000000000000e+01 8.169076445348625981e+00 2.749910131308053174e+00 8.117025950553134805e+00 2.442302093210270897e+01
2.000000000000000000e+01 8.236655280625448938e+00 2.760626204347192747e+00 8.182834119111197069e+00 2.463173842940621228e+01
2.100000000000000000e+01 8.294742486139424997e+00 2.769715901036721828e+00 8.241253874670629642e+00 2.481666510793609604e+01
2.200000000000000000e+01 8.344354886903355251e+00 2.776243901160168281e+00 8.293706144579402917e+00 2.498026683847364282e+01
2.300000000000000000e+01 8.388934266169574272e+00 2.783289381597195966e+00 8.342232782301811866e+00 2.512705808058522194e+01
2.400000000000000000e+01 8.430469166855711904e+00 2.791521265467522106e+00 8.387211888350540434e+00 2.526104556707941384e+01
2.500000000000000000e+01 8.469046674287843857e+00 2.798754395171257237e+00 8.429031134922746915e+00 2.538292805073811920e+01
2.600000000000000000e+01 8.504874372229338064e+00 2.805326821232522860e+00 8.467375425839930969e+00 2.549426183875427654e+01
2.700000000000000000e+01 8.536361326255356374e+00 2.809185112066607815e+00 8.500129990517645950e+00 2.559262436642042715e+01
2.800000000000000000e+01 8.566094626365556408e+00 2.812008653341352638e+00 8.528561337463262504e+00 2.567933778798600386e+01
2.900000000000000000e+01 8.593309528809227160e+00 2.814162963235760540e+00 8.554801769219388063e+00 2.576076341940614256e+01
3.000000000000000000e+01 8.620789188021021232e+00 2.817746685309832522e+00 8.582383525780105771e+00 2.583988059397351122e+01
3.100000000000000000e+01 8.647437601335958846e+00 2.822398935866272662e+00 8.610541418522759116e+00 2.591506487415130167e+01
3.200000000000000000e+01 8.670587544534233970e+00 2.825800864272757007e+00 8.635374549987728798e+00 2.598387375277691191e+01
3.300000000000000000e+01 8.689893280913397078e+00 2.827578262985882773e+00 8.657325899330043484e+00 2.604371755953425804e+01
3.400000000000000000e+01 8.707295110531211080e+00 2.828614574164356021e+00 8.676396405818300295e+00 2.609663092693609343e+01
3.500000000000000000e+01 8.722199234714828719e+00 2.828813721522631219e+00 8.694639225803520333e+00 2.614580109938507491e+01
3.600000000000000000e+01 8.736880124129648095e+00 2.831882598973845422e+00 8.712879054531727618e+00 2.619225494299693580e+01
