# t lat1 vert lat2 area
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.719012922724604042e-01 6.066315767571109907e-01 7.716000508438256578e-01 9.445461839110284030e-01
2.000000000000000000e+00 1.988771853844490733e+00 1.093881115581880836e+00 1.979938685545528099e+00 3.294650906935105095e+00
3.000000000000000000e+00 3.090539137320282848e+00 1.500899976939598979e+00 3.048451199806851974e+00 6.274386489619858231e+00
4.000000000000000000e+00 4.062850716263697315e+00 1.794756894957414195e+00 3.975350796379482077e+00 9.381730019768381723e+00
5.000000000000000000e+00 4.905459911270892981e+00 2.027518291434807107e+00 4.790889116206293430e+00 1.236818840987600154e+01
6.000000000000000000e+00 5.633637551214079053e+00 2.204609953047851789e+00 5.495406488455914840e+00 1.509538378666413116e+01
7.000000000000000000e+00 6.237835430846476292e+00 2.334786894897903142e+00 6.070063051210678573e+00 1.736306792358396578e+01
8.000000000000000000e+00 6.704789189758426637e+00 2.428146670034533994e+00 6.514870013452954467e+00 1.908896620660991417e+01
9.000000000000000000e+00 7.054522505098434593e+00 2.496011453846158634e+00 6.858468156774635283e+00 2.036769096004454127e+01
1.000000000000000000e+01 7.320728308865813716e+00 2.552965094383611522e+00 7.132645307346880514e+00 2.133923102864029886e+01
1.100000000000000000e+01 7.522310381180133732e+00 2.596138151125002125e+00 7.353559695799035900e+00 2.209878263945591215e+01
1.200000000000000000e+01 7.680005608946615325e+00 2.631062742139560928e+00 7.533576079847543738e+00 2.270606498436858800e+01
1.300000000000000000e+01 7.810952609987517725e+00 2.659197345182523708e+00 7.685021551124488148e+00 2.320525507550178190e+01
1.400000000000000000e+01 7.920995245680457764e+00 2.683833548831014770e+00 7.812093826654344930e+00 2.362434659428235051e+01
1.500000000000000000e+01 8.013384681532022213e+00 2.704748284615494214e+00 7.922727986837159619e+00 2.398884105375618603e+01
1.600000000000000000e+01 8.094269696147271986e+00 2.723533845683604238e+00 8.021282053677969870e+00 2.431811389979081639e+01
1.700000000000000000e+01 8.166550949847446006e+00 2.740853966964139854e+00 8.111047708334117701e+00 2.461953542196796363e+01
1.800000000000000000e+01 8.234561456355775633e+00 2.755355776990521477e+00 8.196870110307395763e+00 2.489497477814298065e+01
1.900000000000000000e+01 8.299543777504958086e+00 2.769711059841512668e+00 8.277205960762294978e+00 2.514579159750071824e+01
2.000000000000000000e+01 8.359750985354478914e+00 2.782410458366980421e+00 8.349517002171342739e+00 2.537378888868550675e+01
2.100000000000000000e+01 8.417596646568505037e+00 2.794596331642694498e+00 8.415603531629452405e+00 2.558233864584281747e+01
2.200000000000000000e+01 8.469026256305509648e+00 2.804994108741264203e+00 8.477934716387714786e+00 2.576955953595182081e+01
2.300000000000000000e+01 8.512681820168012337e+00 2.810784396132358420e+00 8.532899744031558598e+00 2.593409900343197805e+01
2.400000000000000000e+01 8.552812893463151767e+00 2.817473635601369875e+00 8.577636706513874998e+00 2.608066999765582139e+01
2.500000000000000000e+01 8.590616061337218667e+00 2.824171065100129940e+00 8.617954126703006423e+00 2.621688627398357241e+01
2.600000000000000000e+01 8.628468739625970940e+00 2.830377860711644100e+00 8.658726984799733017e+00 2.634794497732730179e+01
2.700000000000000000e+01 8.667878619405746221e+00 2.838501458517597609e+00 8.699296054134869394e+00 2.647594310592290157e+01
2.800000000000000000e+01 8.705245451472517715e+00 2.846424994478502501e+00 8.739087152275676118e+00 2.659591798721140776e+01
2.900000000000000000e+01 8.736816224917225426e+00 2.852462146136575338e+00 8.775796458634673058e+00 2.670077758745602026e+01
3.000000000000000000e+01 8.763847207638351122e+00 2.855657781189689715e+00 8.806492847077720398e+00 2.679058146926526618e+01
3.100000000000000000e+01 8.787202667110014076e+00 2.856868156198530073e+00 8.833387128139555955e+00 2.686845499474004129e+01
3.200000000000000000e+01 8.807209155978778625e+00 2.859320427787846786e+00 8.856950475737837891e+00 2.693664036381604632e+01
3.300000000000000000e+01 8.824854170444799806e+00 2.861563534755994453e+00 8.880313514620558735e+00 2.700252833603277836e+01
3.400000000000000000e+01 8.841625827722307207e+00 2.865036193428540212e+00 8.904916851719292481e+00 2.706742139668098801e+01
3.500000000000000000e+01 8.860539513897972341e+00 2.869054163047753292e+00 8.927366276786761645e+00 2.712958009882772004e+01
3.600000000000000000e+01 8.880681265620570031e+00 2.870734034680638480e+00 8.944613770072747272e+00 2.718630778028756723e+01
3.700000000000000000e+01 8.900515735018100116e+00 2.872998478584831705e+00 8.959217108993128065e+00 2.723890670802169822e+01
3.800000000000000000e+01 8.918286781347715575e+00 2.875357984507703968e+00 8.976790748549916543e+00 2.729076257179977105e+01
3.900000000000000000e+01 8.934472004996138139e+00 2.878423899748235204e+00 8.997833932600197926e+00 2.734224541923547136e+01
4.000000000000000000e+01 8.950359519779755857e+00 2.882218623172353222e+00 9.018343075376430207e+00 2.739188677308905895e+01
4.100000000000000000e+01 8.964974310972742444e+00 2.884765675045398048e+00 9.035913192888939349e+00 2.744118213109592475e+01
4.200000000000000000e+01 8.978110011834061766e+00 2.886800235123114788e+00 9.050693286386382042e+00 2.748806437779213852e+01
4.300000000000000000e+01 8.989008628879679108e+00 2.888021658071875386e+00 9.063996420468175330e+00 2.752862677565178728e+01
4.400000000000000000e+01 8.999375165838587876e+00 2.889805291481170268e+00 9.077953676456397503e+00 2.756560514112691962e+01
4.500000000000000000e+01 9.011074186743060821e+00 2.891396561705349200e+00 9.091092461300341654e+00 2.760134214865439262e+01
4.600000000000000000e+01 9.022867938773192265e+00 2.892686525528589847e+00 9.103425006333734970e+00 2.763467318969887287e+01
4.700000000000000000e+01 9.032440168436075112e+00 2.893459971228030003e+00 9.115526005398173481e+00 2.766323511434242377e+01
4.800000000000000000e+01 9.039379906776407125e+00 2.893319062615150372e+00 9.128280647026297601e+00 2.768904733951648112e+01
4.900000000000000000e+01 9.045581835077982191e+00 2.894663386209780143e+00 9.140218840794235078e+00 2.771453076278116612e+01
5.000000000000000000e+01 9.052799356967094369e+00 2.896822865460756180e+00 9.150232472272213258e+00 2.774097631711369871e+01
5.100000000000000000e+01 9.060367682646782939e+00 2.897283259144630918e+00 9.159941377384404504e+00 2.776870439065481477e+01
5.200000000000000000e+01 9.068692764482976898e+00 2.899017925744626023e+00 9.170374912818274993e+00 2.779684588385525856e+01
5.300000000000000000e+01 9.077344888879787632e+00 2.901065143750818809e+00 9.179206488104789230e+00 2.782357724216281625e+01
5.400000000000000000e+01 9.084986590119587646e+00 2.901704433003066796e+00 9.186893183722117939e+00 2.784710860498486440e+01
5.500000000000000000e+01 9.090480041235553088e+00 2.902602099672245473e+00 9.194503933629459169e+00 2.786692538427428545e+01
5.600000000000000000e+01 9.094763067029957071e+00 2.903029739752520211e+00 9.200161220137085039e+00 2.788420467446025697e+01
5.700000000000000000e+01 9.096860359838588650e+00 2.902481969170618292e+00 9.205453027994026982e+00 2.790017663930836278e+01
5.800000000000000000e+01 9.097910829211739880e+00 2.902510331617989436e+00 9.210728521455967766e+00 2.791398226769294055e+01
5.900000000000000000e+01 9.100211093677842200e+00 2.902790132337686568e+00 9.215341733064539298e+00 2.792804921745246816e+01
6.000000000000000000e+01 9.105686446283064228e+00 2.903834486857755692e+00 9.222075861366921146e+00 2.794442725763686397e+01
6.100000000000000000e+01 9.113326856431569922e+00 2.905774494692169529e+00 9.229976040262458881e+00 2.796354725501253924e+01
6.200000000000000000e+01 9.119620222467261783e+00 2.906977758831604586e+00 9.236855648200259949e+00 2.798273458325935437e+01
6.300000000000000000e+01 9.124634934368035744e+00 2.908576195592709190e+00 9.243336633799790647e+00 2.800037940862128849e+01
6.400000000000000000e+01 9.130542182710051691e+00 2.908746697688758154e+00 9.250605367207050733e+00 2.801844170818210245e+01
6.500000000000000000e+01 9.137421278140397618e+00 2.909109470327673197e+00 9.257854769664081829e+00 2.803523727197080007e+01
6.600000000000000000e+01 9.143942503643263109e+00 2.909794545838365387e+00 9.263645517560892273e+00 2.804969796967646545e+01
6.700000000000000000e+01 9.149754403526230817e+00 2.909962468058573393e+00 9.269083233786529874e+00 2.806603783755372916e+01
6.800000000000000000e+01 9.155538603756260940e+00 2.910722226250386679e+00 9.274363335870885905e+00 2.808386551686413313e+01
6.900000000000000000e+01 9.161574597258342223e+00 2.911978517444326453e+00 9.280563789457165313e+00 2.810076839994531284e+01
7.000000000000000000e+01 9.167273093846437959e+00 2.913050791355723756e+00 9.286682994762985643e+00 2.811778796224431076e+01
7.100000000000000000e+01 9.173916541689971282e+00 2.915177149608456197e+00 9.291474276446130887e+00 2.813418741938380307e+01
7.200000000000000000e+01 9.180620737232878525e+00 2.916123135799134403e+00 9.294510600230070807e+00 2.814785233395454256e+01
7.300000000000000000e+01 9.185462829532616169e+00 2.917019672555761556e+00 9.297899026774658182e+00 2.815950526899752049e+01
7.400000000000000000e+01 9.187870263203398835e+00 2.917580300724168296e+00 9.302667191407641312e+00 2.816900892480992624e+01
7.500000000000000000e+01 9.189346596906153408e+00 2.916724915450219946e+00 9.306174041700455035e+00 2.817457196906575234e+01
7.600000000000000000e+01 9.190109880001521958e+00 2.917224544426439081e+00 9.308243506001463885e+00 2.817788622285643996e+01
7.700000000000000000e+01 9.190280411412304673e+00 2.917072966606713003e+00 9.311188447752288155e+00 2.818224665590297562e+01
7.800000000000000000e+01 9.190398317186645016e+00 2.917334824447547881e+00 9.314667269751454981e+00 2.818851003920256915e+01
7.900000000000000000e+01 9.189145794058372729e+00 2.916637720657861532e+00 9.314438305584426203e+00 2.819255161453371272e+01
8.000000000000000000e+01 9.187322191581669628e+00 2.915934331102270072e+00 9.314088135130369039e+00 2.819834438239101715e+01
8.100000000000000000e+01 9.188293451024486913e+00 2.917357166861962892e+00 9.317522945702634729e+00 2.820853568973111436e+01
8.200000000000000000e+01 9.193036287499666059e+00 2.918541854636396149e+00 9.322920560959300218e+00 2.822023684481222006e+01
8.300000000000000000e+01 9.196861818608159211e+00 2.918980320670270689e+00 9.327396878439452976e+00 2.823043511350465096e+01
8.400000000000000000e+01 9.198591303666244556e+00 2.919482407756111009e+00 9.330740747068549723e+00 2.823941987787919672e+01
8.500000000000000000e+01 9.199476181860399393e+00 2.919646059361334256e+00 9.334023859201046491e+00 2.824591061782180290e+01
8.600000000000000000e+01 9.199584083994846395e+00 2.919191398975338636e+00 9.337714664008780474e+00 2.825154784665935992e+01
8.700000000000000000e+01 9.200134946512497081e+00 2.920127981143687101e+00 9.342919856474246387e+00 2.826039092596113989e+01
8.800000000000000000e+01 9.202627890445729264e+00 2.920666283984167944e+00 9.348546126228072239e+00 2.827275052058255866e+01
8.900000000000000000e+01 9.208076009861279942e+00 2.922530548261225380e+00 9.354264654749950836e+00 2.828506603317314472e+01
9.000000000000000000e+01 9.210719767354165199e+00 2.922826495139349667e+00 9.358170815860949787e+00 2.829321279214692808e+01
9.100000000000000000e+01 9.210701626998790914e+00 2.921963209873678746e+00 9.359300854994044627e+00 2.829682236952138297e+01
9.200000000000000000e+01 9.210634696559356627e+00 2.920659145271124135e+00 9.358344066484960422e+00 2.829807397391735790e+01
9.300000000000000000e+01 9.211119276513223042e+00 2.919642995656203333e+00 9.358820317711197490e+00 2.829995529728772397e+01
9.400000000000000000e+01 9.213399394559219857e+00 2.919782928829341540e+00 9.362877718692624640e+00 2.830629772424775936e+01
9.500000000000000000e+01 9.218192275898699606e+00 2.921326017072711334e+00 9.368854107063912195e+00 2.831780861523069603e+01
9.600000000000000000e+01 9.224384802788240023e+00 2.923818834396958888e+00 9.373464510609357703e+00 2.833223294218440813e+01
9.700000000000000000e+01 9.228416770478531816e+00 2.925965836406923870e+00 9.375709933230535142e+00 2.834384805321164791e+01
9.800000000000000000e+01 9.230138221798284803e+00 2.926538323019635346e+00 9.376129511594260890e+00 2.835056702061342904e+01
9.900000000000000000e+01 9.230929141246990710e+00 2.925747650242634723e+00 9.376711559675950269e+00 2.835364110332432830e+01
1.000000000000000000e+02 9.230150881151089948e+00 2.925004933579427036e+00 9.378237897343723262e+00 2.835395937282400425e+01
1.010000000000000000e+02 9.228865636577472387e+00 2.923868936208780855e+00 9.379031923057919329e+00 2.835467541767042476e+01
1.020000000000000000e+02 9.229060984647663446e+00 2.924274318726716171e+00 9.380854051962513651e+00 2.835790585778400796e+01
