# eigenvalue IPR
1.833383394822535040e-01 4.332410655400577640e-03
1.881452398588363550e-01 2.130995583459749810e-03
1.918401683624538501e-01 1.715988813861601698e-03
1.950778041395216100e-01 2.216557644688400396e-03
2.057357429521736170e-01 2.628728652476424767e-03
2.113677466504258473e-01 3.602288435366374393e-03
2.189106850838436480e-01 5.047242151269782685e-03
2.264475081204145035e-01 2.141810885952348878e-03
2.296238914443761436e-01 4.963284890408985357e-03
2.331967558711608157e-01 2.065783888301447879e-03
2.388239717772361326e-01 1.945262747825369240e-03
2.462133467504368511e-01 2.351469536806342561e-03
2.550790943495652718e-01 2.611702468732835999e-03
2.567083107573696621e-01 2.408641495603103255e-03
2.688941835815317760e-01 2.557981737261926826e-03
2.703407281627548953e-01 2.705278068322237387e-03
2.753801840132623080e-01 2.174921110669150726e-03
2.788100839843060674e-01 2.266829477054869719e-03
2.928850721422619485e-01 2.283533046771068272e-03
2.949329477238639696e-01 2.576482054087998567e-03
2.972039897845952239e-01 2.063320631566571174e-03
3.042003844880282193e-01 2.380223443007075789e-03
3.138426434905980389e-01 2.100278861035303514e-03
3.223949920872002384e-01 2.073668278119440538e-03
3.264114444784261271e-01 2.122848532630141477e-03
3.275518377508814805e-01 3.270908648930884177e-03
3.380018189291479347e-01 1.950664648469021276e-03
3.443566272016865826e-01 3.308445892810515324e-03
3.506178298747393285e-01 2.209736630232746104e-03
3.601260479663009884e-01 2.207733043803536237e-03
3.625733390907415754e-01 3.069200425316558241e-03
3.665200659029577701e-01 4.196860551467854195e-03
3.726872025687725243e-01 2.553709367205136450e-03
3.818434746511937261e-01 2.419766641746660431e-03
3.884008664086301965e-01 7.144848505248085208e-03
3.949881096931953661e-01 2.031068053740952249e-03
3.999343727270326943e-01 2.173169069929530451e-03
4.069985228101865027e-01 2.028992937367911885e-03
4.140457012113389901e-01 1.736107364447481496e-03
4.177917840111797787e-01 2.063212926055928154e-03
4.207785472642102675e-01 2.876642581048367408e-03
4.227899712897562057e-01 2.623729553076104004e-03
4.303229339955209065e-01 2.503712384861344134e-03
4.329264446401610011e-01 2.018563582627948619e-03
4.442852814046181487e-01 2.254317286862580604e-03
4.485762121252681589e-01 2.250720159543887974e-03
4.531709500389237144e-01 1.980724807233961212e-03
4.605092631362603939e-01 1.963457351938124960e-03
4.668299022617014016e-01 2.368138066174634015e-03
4.786136299807089989e-01 2.718695246958095172e-03
4.823306271118787958e-01 5.160549131974258297e-03
4.844848038442585159e-01 2.835401255452433926e-03
4.870717754755973239e-01 1.927132240334733255e-03
4.959157594250711010e-01 2.044416518893739897e-03
5.030307961863010879e-01 3.294818839555478662e-03
5.076988263914091748e-01 2.848430262693153574e-03
5.111014930221242647e-01 2.450223631314207579e-03
5.177535840534380762e-01 2.189712362457964592e-03
5.214930694942173650e-01 3.148971394459126796e-03
5.253597932848941277e-01 2.030728414320026511e-03
5.335292331917077524e-01 1.826217724833939819e-03
5.396433367132618120e-01 2.604042213896895410e-03
5.432038278345548976e-01 2.887406934944050044e-03
5.493700554944267456e-01 2.226174986302307222e-03
5.534456400662203235e-01 4.610686849720091289e-03
5.589577859452143915e-01 3.216851177859327698e-03
5.654738466575925937e-01 2.137740237383182942e-03
5.747201315422459933e-01 2.220784930417002076e-03
5.805549433573061746e-01 2.155798033414378471e-03
5.838235235383266719e-01 2.323503878487406284e-03
5.931050625072896709e-01 2.697057094521513113e-03
6.002788114055281898e-01 3.217681850941529059e-03
6.069226918941600379e-01 2.214975677085332349e-03
6.082738273137073826e-01 2.151203560132469023e-03
6.185042176153849880e-01 2.247274839218608294e-03
6.258019866319587399e-01 3.331285763569571089e-03
6.345195095401103824e-01 2.343680111736533983e-03
6.381748735474119805e-01 2.955147482897441634e-03
6.442430307650318655e-01 2.248838863769003337e-03
6.558076414551063937e-01 1.902374657893762984e-03
6.617711090262075047e-01 2.289530710344088796e-03
6.637783700515207386e-01 2.896174105710570129e-03
6.681795627368244395e-01 1.914028829262474137e-03
6.701531767797626049e-01 2.987630994655210426e-03
6.806867137504132304e-01 1.935855658417401110e-03
6.846436941208828841e-01 2.187351226708429946e-03
6.908816137853202033e-01 1.812048115133696544e-03
6.935494863538412824e-01 1.492957134581452891e-02
6.958236189920773418e-01 2.173297881921857841e-03
7.046416588226088740e-01 1.754891635314012512e-03
7.128633144578003789e-01 1.980169713422367129e-03
7.165102434174843715e-01 4.253729159730624057e-03
7.210235216726409435e-01 2.934575944199307746e-03
7.286986208293853018e-01 3.283000702577865571e-03
7.345184582236266024e-01 2.160889458891399745e-03
7.409412977043495774e-01 2.305297829314388418e-03
