# eigenvalue IPR
-6.653926439881513666e+00 1.542562356739427161e-02
-6.627868917851810870e+00 1.371896904596243277e-02
-6.604220492044270863e+00 1.907623916283986837e-02
-6.546197262435152986e+00 1.817450467845825590e-02
-6.516709006964688022e+00 1.328020545336747703e-02
-6.487940196795242365e+00 2.265494444844358413e-02
-6.469170370462673070e+00 1.675000342158091543e-02
-6.449532032094663414e+00 2.432818966743825750e-02
-6.420285906883491656e+00 1.713923434763879247e-02
-6.285790063369252501e+00 2.180265733713387943e-02
-6.269455817481611071e+00 1.913453665513725407e-02
-6.200770884173796738e+00 1.900017170549577611e-02
-6.186615003380269151e+00 1.421483660083874140e-02
-6.166736314903462635e+00 1.675804137835099072e-02
-6.121887198399818431e+00 5.127904519269928241e-02
-6.120043628731865581e+00 1.538382553993651071e-02
-6.085083903541502970e+00 1.779847434883805729e-02
-6.054029304822145185e+00 1.626111643756191633e-02
-6.040970022387274874e+00 1.734801558236172964e-02
-5.963988741297722385e+00 1.615967944219667829e-02
-5.944975615672325908e+00 1.608153619984568211e-02
-5.918975588817561473e+00 2.443691036492296603e-02
-5.864750840455497105e+00 2.773507457618142394e-02
-5.820715729845377773e+00 1.730867153827354149e-02
-5.795497161009588893e+00 2.510823892393253265e-02
-5.756688669930489333e+00 2.675706520261459179e-02
-5.733908267199561593e+00 1.616259145355270627e-02
-5.722364949568005343e+00 2.280815010524033307e-02
-5.668835254655782308e+00 1.714877624493620772e-02
-5.633343537197493589e+00 3.070206887863211748e-02
-5.576943831436800281e+00 1.899526370453751001e-02
-5.551681286481480626e+00 1.348274168223443682e-02
-5.526978661066499932e+00 1.838348459399708965e-02
-5.478108421146796303e+00 1.915578825149565068e-02
-5.458305371142801121e+00 2.176783489765314605e-02
-5.425640033884413960e+00 1.560796664230440847e-02
-5.387786355388404225e+00 1.463740677799877515e-02
-5.371998351489116530e+00 2.341360671909954380e-02
-5.352312893140838135e+00 2.016699526589244701e-02
-5.289232521508666629e+00 1.797279817777730493e-02
-5.282498471569121001e+00 3.990684394537999391e-02
-5.250343106849292951e+00 1.694343610082198193e-02
-5.204256283901814051e+00 1.734526440131043193e-02
-5.145769990841581709e+00 2.038466879981994800e-02
-5.133198712875621794e+00 2.211454000517300983e-02
-5.100143147165490554e+00 4.922296174185299134e-02
-5.057727846520910120e+00 1.545402293868172391e-02
-5.014203839853694333e+00 1.389882147930030822e-02
-4.985482432252805296e+00 1.243195766861909975e-02
-4.969649124878562141e+00 1.930106114650055604e-02
-4.942507430192227602e+00 1.555174551072548150e-02
-4.891136465229446451e+00 1.958432174804912440e-02
-4.865636803226484730e+00 2.190477443210178329e-02
-4.843322053073664257e+00 2.109463268514021397e-02
-4.800875575088794811e+00 1.955450279661672536e-02
-4.729546436902468898e+00 1.560379785881344308e-02
-4.726433178962744286e+00 1.867260523903635852e-02
-4.669012549411976742e+00 1.612281268135527107e-02
-4.636181888777531235e+00 2.884145313861348481e-02
-4.595086837403275837e+00 1.429727376114612800e-02
-4.575983364466837955e+00 2.019217317636033682e-02
-4.545325221307679797e+00 1.469293283349363752e-02
-4.487069320570790332e+00 1.591061271356212711e-02
-4.453103196343718650e+00 1.533789564340001799e-02
-4.397949104861837988e+00 2.419923366410283577e-02
-4.373740179417823448e+00 3.133854139748670775e-02
-4.346349538577555016e+00 1.744713936406306481e-02
-4.290070135974166199e+00 1.925739758870156915e-02
-4.246700676594976187e+00 1.602775080476750991e-02
-4.168879428178988711e+00 1.467118756076717101e-02
-4.154431448933451065e+00 2.415824698543538041e-02
-4.106371241654822590e+00 1.900156507330302835e-02
-4.069664156287228884e+00 1.941504910268299772e-02
-3.999979892509965218e+00 1.953984120701911589e-02
-3.983854761849522141e+00 2.211332346461752571e-02
-3.950718158403698332e+00 1.731076897406059675e-02
-3.908820031590575006e+00 2.423329738981884474e-02
-3.878613817388537832e+00 2.047307640195465683e-02
-3.845990533712936532e+00 2.286369524110715840e-02
-3.793822308142758892e+00 1.629372360146269516e-02
-3.773794252661008208e+00 1.743437737929554726e-02
-3.710326716912595302e+00 2.769037899619584964e-02
-3.672699345457753672e+00 1.374864603282727749e-01
-3.656011417330519819e+00 1.732283477158965204e-02
-3.638094497364104285e+00 1.680307674796471112e-02
-3.609817424683192222e+00 2.621725942139785034e-02
-3.582959831140732021e+00 2.073638056573174487e-02
-3.573110292631057838e+00 2.332054579587898926e-02
-3.519096726852058765e+00 2.185769271345313486e-02
-3.459681303113118389e+00 3.377232834429649139e-02
-3.428764691457954150e+00 2.450488030155396901e-02
-3.392501775523990126e+00 1.704024700906748777e-02
-3.362382070625630881e+00 1.856889335558560214e-02
-3.328079979835091073e+00 1.865592647544159211e-02
-3.213772975619682448e+00 2.290986651102232610e-02
-3.201506753305824127e+00 1.745569213324028868e-02
-3.164672725097233297e+00 1.742870470988751308e-02
-3.091544715869610549e+00 3.304348102097094675e-02
-3.063787471578232946e+00 1.837620418637742059e-02
-3.029048146748085202e+00 2.481294102876674401e-02
-2.968664468619849117e+00 2.572955508956090501e-02
-2.892164963342081840e+00 2.035927656084038362e-02
-2.888397044729789975e+00 2.054093559550514841e-02
-2.815518656532966624e+00 2.164107440567129836e-02
-2.756685801720905715e+00 1.995453781496370899e-02
-2.715956379216247996e+00 1.908817227539000641e-02
-2.640999663005246134e+00 2.254671329719140291e-02
-2.621479386336456052e+00 3.680933461989610578e-02
-2.572049055343818225e+00 3.956815720524304442e-02
-2.472560096757860926e+00 2.767003926326967386e-02
-2.453844813249954626e+00 2.019663292846652844e-02
-2.401008531322893269e+00 3.793260355935201139e-02
-2.377209143717658790e+00 1.735117690300436860e-02
-2.350202590687414883e+00 1.794146257869829938e-02
-2.298612267080211602e+00 2.593378140323673170e-02
-2.263860497010952599e+00 9.101538635050171466e-02
-2.200343136894538532e+00 1.937580414079930272e-02
-2.122944941681084607e+00 2.821510881436184795e-02
-2.065831633744949158e+00 2.213976686119243503e-02
-1.963092656642601463e+00 2.308835659775472504e-02
-1.934413195966698806e+00 2.216742579187663473e-02
-1.884118404425492388e+00 3.296823977883216183e-02
-1.846930223884813094e+00 2.324071032178487428e-02
-1.803530654054930293e+00 2.568451976794978650e-02
-1.701150287341144152e+00 2.778016034118040503e-02
-1.636208018745138437e+00 2.517340952633843540e-02
-1.585824801658360483e+00 1.885219291375401368e-02
-1.497413696166482788e+00 3.571578455986134520e-02
-1.469838872578973943e+00 4.434173630095647467e-02
-1.330989443413796325e+00 4.879174243601149680e-02
-1.293350966024874760e+00 3.339222691860444653e-02
-1.268243522942513080e+00 2.755955661582474431e-02
-1.126728949653327705e+00 2.345545616696164890e-02
-1.100254325945465128e+00 5.253459533238003659e-02
-1.061308350394199573e+00 3.074565185154380653e-02
-1.025390028389190578e+00 4.539889538228625288e-02
-7.573858518038754095e-01 4.050498783926338719e-02
-6.792477414258184520e-01 4.718970791991131813e-02
-5.181961625671680505e-01 3.130918408673355469e-02
-5.029630224627352764e-01 3.153233324296048773e-02
-4.285992584861670895e-01 1.456711456834884899e-01
-3.250213168754931825e-01 4.546703078063655395e-02
-2.245959020668324424e-01 4.705235109230093693e-02
-1.228762980310318387e-01 5.244063738789183499e-02
4.885235521316344531e-02 3.879295693464907685e-02
6.927386531803136904e-02 6.282162648778402692e-02
2.351086372403246028e-01 2.996722325451165597e-02
4.387181440859244663e-01 3.892536960887092723e-02
6.014013426532822670e-01 6.279726622946553427e-02
8.466490486783033731e-01 7.677614258591548835e-02
1.321136245277519272e+00 9.238957774670476797e-02
1.382607031572097966e+00 1.820896478837334687e-01
1.934586275748851447e+00 8.467383606438518007e-02
